🇨🇳卫视频道,#genre#
CCTV风云足球,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV央视台球,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172403.m3u8
CCTV第一剧场,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171803.m3u8
CCTV怀旧剧场,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171903.m3u8
CCTV卫生健康,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024165201.m3u8
CGTN纪录,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2022574703.m3u8
电影,https://cloudvideo.servers10.com:8081/8130/index.m3u8

🇭🇰港台,#genre#
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
